愛、どうしたの？相談があるって。,"[sound:dialog_in_japan,_what_does_your_blood_type_say_about_you?_1.mp3]",JLPT_N3_Master_Course The_Path_to_Advanced_Japanese Throwback_Thursday Level_3_Japanese JLPT_N4_Recommended_Course Lower_Intermediate_Season_5 jp::japanese_podcast_101
実は、サークルに好きな人ができて。,"[sound:dialog_in_japan,_what_does_your_blood_type_say_about_you?_2.mp3]",JLPT_N3_Master_Course The_Path_to_Advanced_Japanese Throwback_Thursday Level_3_Japanese JLPT_N4_Recommended_Course Lower_Intermediate_Season_5 jp::japanese_podcast_101
え？本当？どんな感じの人？,"[sound:dialog_in_japan,_what_does_your_blood_type_say_about_you?_3.mp3]",JLPT_N3_Master_Course The_Path_to_Advanced_Japanese Throwback_Thursday Level_3_Japanese JLPT_N4_Recommended_Course Lower_Intermediate_Season_5 jp::japanese_podcast_101
それが、B型の人なの・・・。,"[sound:dialog_in_japan,_what_does_your_blood_type_say_about_you?_4.mp3]",JLPT_N3_Master_Course The_Path_to_Advanced_Japanese Throwback_Thursday Level_3_Japanese JLPT_N4_Recommended_Course Lower_Intermediate_Season_5 jp::japanese_podcast_101
ほら、B型の人って変わった人が多いでしょ。それに、彼、女友達が多いみたいだし・・・,"[sound:dialog_in_japan,_what_does_your_blood_type_say_about_you?_5.mp3]",JLPT_N3_Master_Course The_Path_to_Advanced_Japanese Throwback_Thursday Level_3_Japanese JLPT_N4_Recommended_Course Lower_Intermediate_Season_5 jp::japanese_podcast_101
どうしたら、私のこと好きになってもらえるかな・・・。,"[sound:dialog_in_japan,_what_does_your_blood_type_say_about_you?_6.mp3]",JLPT_N3_Master_Course The_Path_to_Advanced_Japanese Throwback_Thursday Level_3_Japanese JLPT_N4_Recommended_Course Lower_Intermediate_Season_5 jp::japanese_podcast_101
ふーん。彼、B型なんだ。,"[sound:dialog_in_japan,_what_does_your_blood_type_say_about_you?_7.mp3]",JLPT_N3_Master_Course The_Path_to_Advanced_Japanese Throwback_Thursday Level_3_Japanese JLPT_N4_Recommended_Course Lower_Intermediate_Season_5 jp::japanese_podcast_101
ちなみに、わたしもB型なんだよ。知ってた？,"[sound:dialog_in_japan,_what_does_your_blood_type_say_about_you?_8.mp3]",JLPT_N3_Master_Course The_Path_to_Advanced_Japanese Throwback_Thursday Level_3_Japanese JLPT_N4_Recommended_Course Lower_Intermediate_Season_5 jp::japanese_podcast_101
ええ？じゃあ、さくら、同じ血液型だったら、Ｂ型の人の気持ちも分かるでしょ？,"[sound:dialog_in_japan,_what_does_your_blood_type_say_about_you?_9.mp3]",JLPT_N3_Master_Course The_Path_to_Advanced_Japanese Throwback_Thursday Level_3_Japanese JLPT_N4_Recommended_Course Lower_Intermediate_Season_5 jp::japanese_podcast_101
バカなこと聞かないでよ。血液型で全部わかったら、苦労しないよ。（笑）,"[sound:dialog_in_japan,_what_does_your_blood_type_say_about_you?_10.mp3]",JLPT_N3_Master_Course The_Path_to_Advanced_Japanese Throwback_Thursday Level_3_Japanese JLPT_N4_Recommended_Course Lower_Intermediate_Season_5 jp::japanese_podcast_101
